asa_grav [m²/g],asa_vol [m²/cm³],av_vf,pore_volume [cm³/g],density [g/cm³],nexc [wt. %],uptake_grav [wt. %],uptake_vol [g H2/L],metal1,metal2,metal3,csd_ref,name1,name2,name3,oms,lcd [Å],pld [Å],LFPD [Å]
2430.62,2128.62,0.72,0.82,0.88,4.39,5.59,51.88,Cu,,,XADDEN,"[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,,Yes,13.24,6.66,13.24
2357.61,2074.04,0.72,0.82,0.88,4.3,5.53,51.46,Cu,,,XAMDUM,"[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,,Yes,13.21,6.73,13.21
2347.07,2071.54,0.72,0.81,0.88,4.28,5.49,51.26,Cu,,,XAMDUM01,"[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,,Yes,13.19,6.72,13.19
2358,2085.56,0.72,0.81,0.88,4.3,5.5,51.47,Cu,,,XAMDUM02,"[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,,Yes,13.18,6.72,13.18
2347.33,2084.01,0.72,0.81,0.89,4.28,5.49,51.56,Cu,,,XAMDUM03,"[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,,Yes,13.16,6.69,13.16
2312.64,2127.62,0.71,0.77,0.92,4.24,5.35,51.96,Cu,,,XAMDUM04,"[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,,Yes,12.94,6.4,12.94
2351.29,2105.3,0.72,0.8,0.9,4.29,5.46,51.76,Cu,,,XAMDUM05,"[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,,Yes,13.11,6.62,13.11
2364.72,2088.66,0.72,0.81,0.88,4.31,5.5,51.46,Cu,,,XAMDUM06,"[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,,Yes,13.17,6.65,13.17
2367.87,2071.26,0.72,0.82,0.87,4.31,5.54,51.26,Cu,,,XAMDUM07,"[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,,Yes,13.23,6.74,13.23
2388.68,2247.61,0.61,0.64,0.94,4.34,5.1,50.6,Mg,,,XEKCAT,"[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,,Yes,5.88,4.91,5.88
2411.88,2244.72,0.61,0.66,0.93,4.37,5.16,50.59,Mg,,,XEKCAT01,"[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,,Yes,5.92,4.93,5.81
2398.07,2114.87,0.72,0.82,0.88,4.35,5.56,51.95,Cu,,,YOCLEJ,"[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,,Yes,13.17,6.66,13.17
2411.46,2113.41,0.72,0.82,0.88,4.36,5.58,51.75,Cu,,,YOCLIN,"[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,,Yes,13.22,6.67,13.22
2349.88,2074.79,0.71,0.81,0.88,4.29,5.49,51.3,Cu,,,YOZNAE,"[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,,Yes,13.28,6.7,13.27
2374.67,2057.4,0.69,0.79,0.87,4.32,5.46,50.02,Cr,,,ZIGFIG,"[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,,Yes,11.6,6.57,10.91
2688.27,2190.64,0.7,0.86,0.81,4.71,5.94,51.42,Fe,,,ZOHFUZ,"[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,,Yes,11.92,6.68,11.92
2576.07,2198.39,0.7,0.82,0.85,4.57,5.72,51.81,Zn,,,ZUGDEM,"[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,,Yes,9.67,5.99,9.67
2171.84,1985.25,0.66,0.72,0.91,4.06,5.08,48.89,Cu,,,LEDLEN,"[""4,4'-Oxybis(benzoate)"", ""4,4'-oxydibenzoate"", ""4,4'-Oxydibenzoate""]",,,Yes,8.12,6.61,8.12
2266.71,1951.67,0.67,0.78,0.86,4.18,5.33,48.49,Cu,,,PARNIH,"[""4,4'-Oxybis(benzoate)"", ""4,4'-oxydibenzoate"", ""4,4'-Oxydibenzoate""]",,,Yes,8.32,6.78,8.32
1789.58,1630.75,0.8,0.88,0.91,3.57,5.18,49.77,Cu,,,GUPBEZ02,"[""1,4-diazabicyclo[2.2.2]octane"", ""1,4-diazabicyclo(2.2.0)octane"", ""1,4-diazabicyclo(2.2.2)octane""]",,,Yes,23.87,10.85,23.87
2623.96,2356.63,0.68,0.76,0.9,4.63,5.6,53.28,Cu,,,BABREE,"[""5-Hydroxybenzene-1,3-dicarboxylate"", ""3,5-dicarboxylatephenolate"", ""5-Hydroxyisophthalate""]",,,Yes,12.93,6.3,12.93
3144.66,1948.44,0.69,1.12,0.62,5.29,7.05,47.01,Ni,,,CETGOY,"[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]",,,Yes,10.23,9.41,10.23
3492.12,2377.88,0.7,1.03,0.68,5.72,7.11,52.14,Cu,,,CUPHUS,"[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]",,,Yes,7.46,5.41,5.86
1910.87,1675.84,0.72,0.82,0.88,3.73,5.12,47.33,Cu,Mo,,EWUSOF,"[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]",,,Yes,11.19,8.47,10.83
2576.23,2134.58,0.67,0.81,0.83,4.57,5.7,50.05,Zn,,,FEFDAX,"[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]",,,No,7.79,6.38,7.68
2983.81,2409.06,0.67,0.83,0.81,5.09,6.12,52.61,Cu,,,LEQQAA,"[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]",,,Yes,5.53,4.85,5.53
3203.43,2236.54,0.68,0.98,0.7,5.36,6.72,50.33,Ca,,,PARHAS,"[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]",,,Yes,6.91,6.38,6.77
2036.47,1853.32,0.68,0.75,0.91,3.89,5.04,48.28,Cu,,,PETWES,"[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]",,,Yes,8.85,7.28,8.85
2533.08,1843.94,0.67,0.92,0.73,4.52,5.96,46.16,Cu,,,RAGREY,"[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]",,,Yes,6.91,6.07,6.91
1909.88,1562.75,0.64,0.78,0.82,3.72,5.01,43.12,Cu,,,SUWQEI,"[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]",,,Yes,9.47,7.58,8.9
3536.85,2389.77,0.7,1.04,0.68,5.77,7.18,52.26,Cu,,,UFUQIV,"[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]",,,Yes,7.38,5.82,6.18
3472.7,2356.29,0.7,1.03,0.68,5.69,7.1,51.83,Cu,,,UXUNUX,"[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]",,,Yes,7.37,5.79,6.13
3514.13,2374.29,0.7,1.04,0.68,5.74,7.16,52.1,Cu,,,UXUPEJ,"[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]",,,Yes,7.34,5.78,6.14
3652.82,2447.15,0.71,1.05,0.67,5.91,7.31,52.81,Cu,,,UXUPIN,"[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]",,,Yes,7.34,5.72,6.07
2760.7,2457.02,,0.81,0.89,4.81,5.86,55.42,Cu,,,AGAXOV,"[""Thiophene-2,5-dicarboxylate"", ""2,5-thiophenedicarboxylate""]",,,No,,,
3077.29,2476.05,0.69,0.86,0.8,5.2,6.28,53.95,Mg,,,TAGTED,"[""Thiophene-2,5-dicarboxylate"", ""2,5-thiophenedicarboxylate""]",,,Yes,7.13,5.34,7.11
3320.15,2463.48,0.75,1.01,0.74,5.5,6.91,55.06,Zn,,,VOLPET,"[""Thiophene-2,5-dicarboxylate"", ""2,5-thiophenedicarboxylate""]",,,Yes,9.3,6.25,9.3
2116.42,1911.76,0.75,0.83,0.9,3.99,5.34,50.91,Zr,,,XICNOO,"[""Thiophene-2,5-dicarboxylate"", ""2,5-thiophenedicarboxylate""]",,,Yes,19.62,6.71,19.55
2099.7,1908.32,0.75,0.82,0.91,3.97,5.29,50.79,Zr,,,XICNOO01,"[""Thiophene-2,5-dicarboxylate"", ""2,5-thiophenedicarboxylate""]",,,Yes,19.5,6.85,19.47
2118.2,1911.89,0.75,0.83,0.9,3.99,5.34,50.89,Zr,,,XICNOO02,"[""Thiophene-2,5-dicarboxylate"", ""2,5-thiophenedicarboxylate""]",,,Yes,19.59,6.72,19.59
2400.34,2066.43,0.71,0.83,0.86,4.35,5.59,51,Cu,,,EXOZIB,"[""3,3',3''-(2,4,6-trioxo-1,3,5-triazinane-1,3,5-triyl)tripropanoate"", ""1,3,5-tris(2-carboxylateethyl)isocyanurate""]",,,Yes,8.82,5.67,8.82
3400.71,2895.4,0.71,0.83,0.85,5.6,6.57,59.87,Zn,,,BUKMUQ,"[""Pyridine-3,5-dicarboxylate"", ""3,5-Pyridinedicarboxylate""]",,,Yes,5.79,5.06,5.71
3436.94,2933.47,0.7,0.82,0.85,5.65,6.6,60.34,Zn,,,BUKMUQ01,"[""Pyridine-3,5-dicarboxylate"", ""3,5-Pyridinedicarboxylate""]",,,Yes,5.9,4.74,5.9
3452.06,2384.44,0.74,1.08,0.69,5.67,7.21,53.69,Zn,,,EDUVAA,"[""1,1'-Biphenyl-4,4'-dicarboxylate"", ""4,4'-biphenyl-1,1'-dicarboxylate"", ""biphenyl-4,4'-dicarboxylate"", ""[1,1'-biphenyl]-4,4'-dicarboxylate"", ""4,4'-biphenyldicarboxylate""]",,,No,11.12,8.61,11.1
2873.23,2161.9,0.75,0.99,0.75,4.95,6.46,51.95,Zn,,,GACYER,"[""1,1'-Biphenyl-4,4'-dicarboxylate"", ""4,4'-biphenyl-1,1'-dicarboxylate"", ""biphenyl-4,4'-dicarboxylate"", ""[1,1'-biphenyl]-4,4'-dicarboxylate"", ""4,4'-biphenyldicarboxylate""]",,,Yes,11.44,8.46,11.4
1926.45,1685.19,0.68,0.78,0.87,3.75,5.02,46.25,Zn,,,IDIWUN,"[""1,1'-Biphenyl-4,4'-dicarboxylate"", ""4,4'-biphenyl-1,1'-dicarboxylate"", ""biphenyl-4,4'-dicarboxylate"", ""[1,1'-biphenyl]-4,4'-dicarboxylate"", ""4,4'-biphenyldicarboxylate""]",,,No,10.74,9.84,10.74
2633.39,1979.79,0.65,0.86,0.75,4.65,5.89,47.02,Mg,,,JETZAK,"[""1,1'-Biphenyl-4,4'-dicarboxylate"", ""4,4'-biphenyl-1,1'-dicarboxylate"", ""biphenyl-4,4'-dicarboxylate"", ""[1,1'-biphenyl]-4,4'-dicarboxylate"", ""4,4'-biphenyldicarboxylate""]",,,Yes,6.93,6.04,6.93
3079.94,2198.53,0.71,0.99,0.71,5.21,6.64,50.78,Fe,,,MIBMER,"[""1,1'-Biphenyl-4,4'-dicarboxylate"", ""4,4'-biphenyl-1,1'-dicarboxylate"", ""biphenyl-4,4'-dicarboxylate"", ""[1,1'-biphenyl]-4,4'-dicarboxylate"", ""4,4'-biphenyldicarboxylate""]",,,Yes,8.81,7.78,8.81
2622.33,1743.47,0.71,1.07,0.66,4.63,6.46,45.88,V,,,NIGBOW,"[""1,1'-Biphenyl-4,4'-dicarboxylate"", ""4,4'-biphenyl-1,1'-dicarboxylate"", ""biphenyl-4,4'-dicarboxylate"", ""[1,1'-biphenyl]-4,4'-dicarboxylate"", ""4,4'-biphenyldicarboxylate""]",,,No,11.81,11.57,11.81
4846.42,1754.08,0.86,2.37,0.36,7.36,11.68,47.87,Cr,,,REZXUQ,"[""1,1'-Biphenyl-4,4'-dicarboxylate"", ""4,4'-biphenyl-1,1'-dicarboxylate"", ""biphenyl-4,4'-dicarboxylate"", ""[1,1'-biphenyl]-4,4'-dicarboxylate"", ""4,4'-biphenyldicarboxylate""]",,,Yes,15.26,13.96,15.26
3059.02,2198.94,0.7,0.98,0.72,5.18,6.6,50.76,Fe,,,TOWNEA,"[""1,1'-Biphenyl-4,4'-dicarboxylate"", ""4,4'-biphenyl-1,1'-dicarboxylate"", ""biphenyl-4,4'-dicarboxylate"", ""[1,1'-biphenyl]-4,4'-dicarboxylate"", ""4,4'-biphenyldicarboxylate""]",,,Yes,8.82,7.78,8.82
2185.66,1727.96,0.67,0.84,0.79,4.08,5.43,45.36,Mn,,,VUQJUN,"[""1,1'-Biphenyl-4,4'-dicarboxylate"", ""4,4'-biphenyl-1,1'-dicarboxylate"", ""biphenyl-4,4'-dicarboxylate"", ""[1,1'-biphenyl]-4,4'-dicarboxylate"", ""4,4'-biphenyldicarboxylate""]",,,Yes,11.32,10.23,11.32
2190.38,1731.69,0.67,0.84,0.79,4.08,5.43,45.4,Mn,,,VUQJUN01,"[""1,1'-Biphenyl-4,4'-dicarboxylate"", ""4,4'-biphenyl-1,1'-dicarboxylate"", ""biphenyl-4,4'-dicarboxylate"", ""[1,1'-biphenyl]-4,4'-dicarboxylate"", ""4,4'-biphenyldicarboxylate""]",,,Yes,11.33,10.26,11.33
3075.61,2254.93,0.73,0.99,0.73,5.2,6.64,52.13,Zr,,,WIZMAV02,"[""1,1'-Biphenyl-4,4'-dicarboxylate"", ""4,4'-biphenyl-1,1'-dicarboxylate"", ""biphenyl-4,4'-dicarboxylate"", ""[1,1'-biphenyl]-4,4'-dicarboxylate"", ""4,4'-biphenyldicarboxylate""]",,,No,12.74,5.78,12.74
1962.03,1357.79,0.75,1.09,0.69,3.79,5.92,43.55,Cd,,,XIGFOJ,"[""1,1'-Biphenyl-4,4'-dicarboxylate"", ""4,4'-biphenyl-1,1'-dicarboxylate"", ""biphenyl-4,4'-dicarboxylate"", ""[1,1'-biphenyl]-4,4'-dicarboxylate"", ""4,4'-biphenyldicarboxylate""]",,,Yes,18.91,18.73,18.91
3352.39,2774.06,0.65,0.79,0.83,5.54,6.47,57.2,Cr,,,YEDKUO,"[""1,1'-Biphenyl-4,4'-dicarboxylate"", ""4,4'-biphenyl-1,1'-dicarboxylate"", ""biphenyl-4,4'-dicarboxylate"", ""[1,1'-biphenyl]-4,4'-dicarboxylate"", ""4,4'-biphenyldicarboxylate""]",,,Yes,6.88,4.84,6.17
2287.9,1771.67,0.65,0.84,0.77,4.21,5.52,45.24,Li,,,HOZFIN,"[""4-carboxybenzene-1,2-dicarboxylate"", ""benzene-1,2,4-tricarboxylate""]",,,Yes,11.7,10.43,11.7
3192.37,2614.48,0.68,0.83,0.82,5.35,6.32,55.22,Cu,,,HAWWEK,"[""Pyrazine""]",,,No,6.09,4.09,6.08
2684.58,2386.29,0.65,0.73,0.89,4.71,5.58,52.5,Cu,,,SIKGAW,"[""Pyrazine""]",,,No,4.93,4.21,4.93
2303.05,1928.01,0.67,0.8,0.84,4.23,5.42,47.98,Al,,,CAXTEC,"[""2-aminebenzene-1,4-dicarboxylate"", ""2-amineterephthalate"", ""2-amidebenzene-1,4-dicarboxylate"", ""2,5-dicarboxylateanilinium"", ""2amidebenzene-1,4-dicarboxylate"", ""2aminebenzene-1,4-dicarboxylate"", ""2-aminobenzene-1,4-dicarboxylate"", ""2-amine-1,4-benzenedicarboxylate"", ""3-amine-4-carboxybenzoate""]",,,No,10.88,5.27,10.88
2829.56,2039.23,0.76,1.05,0.72,4.89,6.58,50.8,Zn,,,EDUSUR,"[""2-aminebenzene-1,4-dicarboxylate"", ""2-amineterephthalate"", ""2-amidebenzene-1,4-dicarboxylate"", ""2,5-dicarboxylateanilinium"", ""2amidebenzene-1,4-dicarboxylate"", ""2aminebenzene-1,4-dicarboxylate"", ""2-aminobenzene-1,4-dicarboxylate"", ""2-amine-1,4-benzenedicarboxylate"", ""3-amine-4-carboxybenzoate""]",,,No,14.97,6.61,14.97
3212,2216.28,,1.05,0.69,5.37,6.92,51.31,Zn,,,VURMOL,"[""2-aminebenzene-1,4-dicarboxylate"", ""2-amineterephthalate"", ""2-amidebenzene-1,4-dicarboxylate"", ""2,5-dicarboxylateanilinium"", ""2amidebenzene-1,4-dicarboxylate"", ""2aminebenzene-1,4-dicarboxylate"", ""2-aminobenzene-1,4-dicarboxylate"", ""2-amine-1,4-benzenedicarboxylate"", ""3-amine-4-carboxybenzoate""]",,,No,,,
3408.56,2108.92,0.73,1.18,0.62,5.61,7.44,49.76,Al,,,CAXSUR,"[""Naphthalene-2,6-dicarboxylate"", ""2,6-Naphtalenedicarboxylate"", ""2,6-Naphthalenedicarboxylate""]",,,No,13.21,6.7,13.21
3391.37,1967.91,0.83,1.43,0.58,5.59,8.09,51.11,Zn,,,EDUTUS,"[""Naphthalene-2,6-dicarboxylate"", ""2,6-Naphtalenedicarboxylate"", ""2,6-Naphthalenedicarboxylate""]",,,No,17.92,9.31,17.9
2218.46,2051.69,0.69,0.75,0.92,4.12,5.2,50.77,Zn,,,FECXUI,"[""Naphthalene-2,6-dicarboxylate"", ""2,6-Naphtalenedicarboxylate"", ""2,6-Naphthalenedicarboxylate""]",,,Yes,10.1,5.68,10.09
2257.59,2090.23,0.68,0.73,0.93,4.17,5.18,50.61,Zn,,,FECYUJ,"[""Naphthalene-2,6-dicarboxylate"", ""2,6-Naphtalenedicarboxylate"", ""2,6-Naphthalenedicarboxylate""]",,,Yes,9.54,5.4,9.54
2360.27,2010.6,0.62,0.73,0.85,4.3,5.28,47.45,Mg,,,QAQRUW,"[""Naphthalene-2,6-dicarboxylate"", ""2,6-Naphtalenedicarboxylate"", ""2,6-Naphthalenedicarboxylate""]",,,Yes,6.66,4.65,6.52
2552.36,1964.88,0.65,0.85,0.77,4.54,5.79,47.28,Mg,,,TAGTUT,"[""Naphthalene-2,6-dicarboxylate"", ""2,6-Naphtalenedicarboxylate"", ""2,6-Naphthalenedicarboxylate""]",,,Yes,9,5.11,9
2195.55,2043.98,0.68,0.73,0.93,4.09,5.13,50.31,Zn,,,WORKOF,"[""Naphthalene-2,6-dicarboxylate"", ""2,6-Naphtalenedicarboxylate"", ""2,6-Naphthalenedicarboxylate""]",,,Yes,9.81,6.01,9.81
2231.16,2103.28,0.67,0.71,0.94,4.14,5.1,50.69,Zn,,,WORKUL,"[""Naphthalene-2,6-dicarboxylate"", ""2,6-Naphtalenedicarboxylate"", ""2,6-Naphthalenedicarboxylate""]",,,Yes,8.47,5.65,8.47
3209.02,2334.02,0.72,1,0.73,5.37,6.78,52.93,Mg,,,DAFYAN,"[""2,5-dioxyterephthalate"", ""2,5-dioxybenzene-1,4-dicarboxylate"", ""2,5-Dioxidoterephthalate"", ""2,5-dihydroxybenzene-1,4-dicarboxylate"", ""2,5-dioxido-1,4-benzenedicarboxylate"", ""2,5-Dioxidobenzene-1,4-dicarboxylate"", ""2,5-Dicarboxylatebenzene-1,4-diolate"", ""2,5-Dihydroxyterephthalate""]",,,Yes,9.66,8.18,9.66
2801.21,2332.25,0.66,0.8,0.83,4.86,5.87,51.93,Mg,,,LONWIW,"[""2,5-dioxyterephthalate"", ""2,5-dioxybenzene-1,4-dicarboxylate"", ""2,5-Dioxidoterephthalate"", ""2,5-dihydroxybenzene-1,4-dicarboxylate"", ""2,5-dioxido-1,4-benzenedicarboxylate"", ""2,5-Dioxidobenzene-1,4-dicarboxylate"", ""2,5-Dicarboxylatebenzene-1,4-diolate"", ""2,5-Dihydroxyterephthalate""]",,,Yes,6.33,5.31,6
2088.03,1821.29,0.64,0.73,0.87,3.95,5.03,46.18,Mg,,,VAGTAA,"[""2,5-dioxyterephthalate"", ""2,5-dioxybenzene-1,4-dicarboxylate"", ""2,5-Dioxidoterephthalate"", ""2,5-dihydroxybenzene-1,4-dicarboxylate"", ""2,5-dioxido-1,4-benzenedicarboxylate"", ""2,5-Dioxidobenzene-1,4-dicarboxylate"", ""2,5-Dicarboxylatebenzene-1,4-diolate"", ""2,5-Dihydroxyterephthalate""]",,,Yes,5.69,4.4,5.68
2439.31,2401.71,0.65,0.66,0.98,4.4,5.19,53.9,Sr,,,YUFLOC,"[""2,5-dioxyterephthalate"", ""2,5-dioxybenzene-1,4-dicarboxylate"", ""2,5-Dioxidoterephthalate"", ""2,5-dihydroxybenzene-1,4-dicarboxylate"", ""2,5-dioxido-1,4-benzenedicarboxylate"", ""2,5-Dioxidobenzene-1,4-dicarboxylate"", ""2,5-Dicarboxylatebenzene-1,4-diolate"", ""2,5-Dihydroxyterephthalate""]",,,Yes,6.07,4.46,5.97
2304.57,1884.13,0.67,0.82,0.82,4.23,5.48,47.39,Ca,,,YUHHIU,"[""2,5-dioxyterephthalate"", ""2,5-dioxybenzene-1,4-dicarboxylate"", ""2,5-Dioxidoterephthalate"", ""2,5-dihydroxybenzene-1,4-dicarboxylate"", ""2,5-dioxido-1,4-benzenedicarboxylate"", ""2,5-Dioxidobenzene-1,4-dicarboxylate"", ""2,5-Dicarboxylatebenzene-1,4-diolate"", ""2,5-Dihydroxyterephthalate""]",,,Yes,6.83,5.69,6.83
2542.96,2406.2,0.74,0.78,0.95,4.53,5.58,55.95,Zn,,,BUKRUW01,"[""4-carboxylatepyrazolate"", ""pyrazolate-4-carboxylate"", ""pyrazole-4-carboxylate""]",,,Yes,10.64,5.18,10.64
2701.41,2432.65,0.74,0.82,0.9,4.73,5.84,55.82,Zn,,,BUKRUW02,"[""4-carboxylatepyrazolate"", ""pyrazolate-4-carboxylate"", ""pyrazole-4-carboxylate""]",,,Yes,10.19,5.8,10.17
3286.2,2720.18,0.76,0.92,0.83,5.46,6.63,58.81,Zn,,,BUKRUW03,"[""4-carboxylatepyrazolate"", ""pyrazolate-4-carboxylate"", ""pyrazole-4-carboxylate""]",,,Yes,10.57,5.12,10.57
2587.34,2287.82,0.72,0.81,0.88,4.59,5.71,53.51,Zn,,,NUVXOT,"[""4-carboxylatepyrazolate"", ""pyrazolate-4-carboxylate"", ""pyrazole-4-carboxylate""]",,,Yes,9.17,5.76,9.14
2580.67,2297.06,0.73,0.82,0.89,4.58,5.73,54.08,Zn,,,YATDUV,"[""4-carboxylatepyrazolate"", ""pyrazolate-4-carboxylate"", ""pyrazole-4-carboxylate""]",,,Yes,9.16,5.75,9.12
7061.42,3303.45,0.78,1.66,0.47,9.92,11.7,61.99,Co,,,ATEYED,"[""1,4-bis(imidazol-1-ylmethyl)benzene"", ""1,1'-(1,4-phenylenebis(methylene))bis(1H-imidazole)""]",,,Yes,7.48,6.22,7.48
1961.29,1552.16,0.64,0.81,0.79,3.79,5.14,42.86,Cu,,,CUQXUI,"[""1,4-bis(imidazol-1-ylmethyl)benzene"", ""1,1'-(1,4-phenylenebis(methylene))bis(1H-imidazole)""]",,,Yes,8.23,4.01,8.23
